id,name,current_category,new_category
3132,"Simons Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
3144,"Oceanside Concreting","Pressure Washing Contractors","Concreters"
3150,"Franklean Carpet & Tile Cleaning","Pressure Washing Contractors","Carpet Cleaners"
3202,"Waterproofing Outlet","Waterproofing Suppliers","Licensed Waterproofers"
3205,"Buildcare Waterproofing Products","Waterproofing Suppliers","Licensed Waterproofers"
3206,"Forspec Protective Coatings","Waterproofing Suppliers","Protective Coating Contractors"
3209,"The Waterproof Supplier","Waterproofing Suppliers","Licensed Waterproofers"
3210,"Aquatec Waterproofing Services","Waterproofing Suppliers","Licensed Waterproofers"
3224,"Csr Gyprock","Concrete Repair Suppliers","Plasterboard / Gyprocking Contractors"
3230,"Fibre Cement Cladding Wholesale","Concrete Repair Suppliers","Cladding Contractors"
3295,"Atkinson Project Management","Remedial Consultants","Project Managers"
3304,"Refined Project Management Pty Ltd","Remedial Consultants","Project Managers"
3328,"SG Strata Managers","Strata Managers","Strata Managers"
3363,"Correct Caulking","Licensed Waterproofers","Sealant Contractors"
3365,"Northcote Roofing Professionals","Licensed Waterproofers","Roofing Contractors"
3367,"Handy Caulking","Licensed Waterproofers","Sealant Contractors"
3369,"Roofing Services Hampton VIC","Licensed Waterproofers","Roofing Contractors"
3376,"Doncaster Roofing Solutions","Licensed Waterproofers","Roofing Contractors"
3387,"A1 Plumbing & Gas Works","Leak Detection Specialists","Commercial Plumbers"
3389,"Clearwater Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
3392,"Blocked Drains R US","Roof Leak Repair Contractors","Drainage Contractors"
3393,"Plumber Cairnlea","Roof Leak Repair Contractors","Commercial Plumbers"
3394,"Zena's super amazing plumbing services","Roof Leak Repair Contractors","Commercial Plumbers"
3395,"Wallan Plumbing & Gasfitting","Roof Leak Repair Contractors","Commercial Plumbers"
3396,"Marriner Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
3398,"C.Zahra and D.Zahra Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
3399,"Your Local Melbourne Plumber","Roof Leak Repair Contractors","Commercial Plumbers"
3400,"Michael John Plumbing Services Pty Ltd","Roof Leak Repair Contractors","Commercial Plumbers"
3401,"N S G Plumbing Pty Ltd","Roof Leak Repair Contractors","Commercial Plumbers"
3402,"A AAALLAbout Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
3403,"Deluxe Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
3404,"Murphy D J Plumbing Services","Roof Leak Repair Contractors","Commercial Plumbers"
3405,"P. Smith Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
3406,"Your Pro Plumber","Roof Leak Repair Contractors","Commercial Plumbers"
3409,"SWIFT ROOFING AND HOME IMPROVEMENTS PTY LTD","Roof Leak Repair Contractors","Roofing Contractors"
3411,"RTL Roofing & Guttering PTY LTD","Roof Leak Repair Contractors","Roofing Contractors"
3412,"Ridgeway Roofing & Guttering","Roof Leak Repair Contractors","Roofing Contractors"
3414,"Weatherwise Roofing and Home Improvements","Roof Leak Repair Contractors","Roofing Contractors"
3415,"AUSCITY ROOFING & GUTTERING PTY LTD","Roof Leak Repair Contractors","Roofing Contractors"
3416,"APPROVED ROOFING PTY LTD","Roof Leak Repair Contractors","Roofing Contractors"
3419,"Akash Roofing services","Roof Leak Repair Contractors","Roofing Contractors"
3420,"NCT Roofing solutions","Roof Leak Repair Contractors","Roofing Contractors"
3421,"AB Plumbing & Roofing","Roof Leak Repair Contractors","Roofing Contractors"
3423,"No Leaks Roofing Pty Ltd","Box Gutter Contractors","Roofing Contractors"
3425,"Grayson's Gutter Guard","Box Gutter Contractors","Roof Ventilation Installers"
3427,"Nick's Colourbond Roofing","Box Gutter Contractors","Roofing Contractors"
3428,"Peter Roberts Plumbing","Box Gutter Contractors","Commercial Plumbers"
3429,"Ace Roofing","Box Gutter Contractors","Roofing Contractors"
3432,"JPJ Roofing Constructions & Pty Ltd.","Box Gutter Contractors","Roofing Contractors"
3433,"GSM Plumbing","Box Gutter Contractors","Commercial Plumbers"
3435,"Ultra Flow Gutter Guards","Box Gutter Contractors","Roof Ventilation Installers"
3437,"Grayson's Gutter Guard Bayside","Box Gutter Contractors","Roof Ventilation Installers"
3438,"All Works Plumbing","Box Gutter Contractors","Commercial Plumbers"
3441,"E.J. Kefford Plumbing Services","Box Gutter Contractors","Commercial Plumbers"
3461,"F.L Solid Plasterer/Renderer","Renderers","Plasterers"
3462,"Fitzgerald Solid Plastering","Renderers","Plasterers"
3484,"All Window Repairs & Glazing","Window Replacement Contractors","Glaziers"
3485,"Bayles Glass & Glazing","Window Replacement Contractors","Glaziers"
3537,"Belleville Bricklaying","Brick Repointing Contractors","Bricklayers"
3577,"Melbourne Asbestos Removal & Demolition","Asbestos Removal Contractors","Selective Demolition Contractors"
3587,"Asbestos & Roofing Specialist","Asbestos Removal Contractors","Roofing Contractors"
3589,"All Around Demolition & Asbestos Removals","Asbestos Removal Contractors","Selective Demolition Contractors"
3594,"Ace Bin Hire","Asbestos Consultants","Skip Bin Hire"
3618,"Victoria Excavation & Earthmoving","Selective Demolition Contractors","Earthmoving Contractors"
3620,"Turbocut Concrete Cutting & Drilling Melbourne","Selective Demolition Contractors","Concrete Saw Cutting"
3621,"Sure-Cut Concrete Sawing","Selective Demolition Contractors","Concrete Saw Cutting"
3622,"All About Concrete Cutting Pty Ltd","Selective Demolition Contractors","Concrete Saw Cutting"
3623,"AB Concrete Cutting","Selective Demolition Contractors","Concrete Saw Cutting"
3624,"Ascot Concrete Cutting","Selective Demolition Contractors","Concrete Saw Cutting"
3627,"Wylies Concrete Cutting","Selective Demolition Contractors","Concrete Saw Cutting"
3629,"Expose A Concrete Paving","Selective Demolition Contractors","Paving Contractors"
3631,"Supercut Concrete Cutting Services Pty Ltd","Selective Demolition Contractors","Concrete Saw Cutting"
3632,"Top Cut Concrete Sawing Pty Ltd","Selective Demolition Contractors","Concrete Saw Cutting"
3636,"Diamond Concrete Sawing","Selective Demolition Contractors","Concrete Saw Cutting"
3639,"Special Cut Concrete Cutting & Drilling","Selective Demolition Contractors","Concrete Saw Cutting"
3640,"A Plus Concrete Cutting & Core Drilling Pty Ltd","Core Drilling","Concrete Saw Cutting"
3641,"South Melbourne Plumbing","Drainage Contractors","Commercial Plumbers"
3645,"Chivers W L Plumbing","Drainage Contractors","Commercial Plumbers"
3648,"Melbourne Plumbing Drainage & Excavation","Drainage Contractors","Earthmoving Contractors"
3649,"Xceptional plumbing","Drainage Contractors","Commercial Plumbers"
3650,"Meiss Plumbing","Drainage Contractors","Commercial Plumbers"
3653,"Armstrong Plumbing","Drainage Contractors","Commercial Plumbers"
3655,"Caulfield Plumbing Service","Drainage Contractors","Commercial Plumbers"
3656,"Nilson Excavations","Drainage Contractors","Earthmoving Contractors"
3657,"Schultz Plumbing Service","Drainage Contractors","Commercial Plumbers"
3659,"Asquith Plumbing","Drainage Contractors","Commercial Plumbers"
3687,"Roof Solar Energy","Solar Panel Installers","Solar & Renewables"
3701,"United Solar Energy","Solar Panel Installers","Solar & Renewables"
3720,"The CCTV People - Security Systems Melbourne","Security System Installers","CCTV Installers"
3733,"Mac Air Conditioning Heating & Plumbing","Air Conditioning Contractors","Commercial Plumbers"
3735,"Energy Efficient Plumbing","Air Conditioning Contractors","Commercial Plumbers"
3759,"Home range hood cleaning, restaurant duct cleaning and roof fan cleaning","Remedial Contractors","Ventilation Contractors"
3763,"Capital Plumbing and Rangehoods","Remedial Contractors","Commercial Plumbers"
3770,"Fastflex Heating & Cooling Supplies","Remedial Contractors","Air Conditioning Contractors"
3819,"Automatic Gates & Doors","Garage Door Installers","Door Installers"
3820,"AG&D Automatic Gate & Door Service","Garage Door Installers","Door Installers"
3904,"Tiling and Waterproofing World","Tilers","Licensed Waterproofers"
3936,"Sand'em and Seal'em Timber Flooring","Epoxy Flooring Contractors","Timber Floor Layers"
3949,"Glowing Finish Floor Sanding and Polishing","Epoxy Flooring Contractors","Floor Grinding Contractors"
3976,"Living Joinery","Carpenters","Joiners"
3980,"RYG Excavation & Landscape","Landscape Contractors","Earthmoving Contractors"
4031,"Landscape & Irrigation Services Pty Ltd","Irrigation Contractors","Landscape Contractors"
4034,"Sanmar Landscapes & Gardens","Irrigation Contractors","Landscape Contractors"
4035,"Lake Landscaping","Irrigation Contractors","Landscape Contractors"
4070,"Broadway Window Cleaning Service","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4071,"Action Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4072,"Reflexions Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4073,"Adam's Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4075,"HiRange Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4077,"Mindful window cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4079,"Australian Window Cleaning Federation","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4081,"Brunswick Window Cleaning Services","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4082,"M & A Professional Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4083,"Garry's Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4084,"Protecknol Pure Water Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4085,"Detail Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4086,"Sparkling Window Cleaning Melbourne","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4087,"Michael Joint Window Cleaning","High-Rise Window Cleaning (Rope Access)","Window Cleaners"
4120,"Australian pigeon Control","Pest Control Contractors","Bird Control Contractors"
4186,"Project Building Consulting engineering","Structural Engineers","Remedial Consultants"
4234,"WRC Quantity Surveying","Building Surveyors & Certifiers","Quantity Surveyors"
4241,"Total Building Consult Pty Ltd","Building Surveyors & Certifiers","Remedial Consultants"
4293,"ROOFING COORPAROO - ROOF REPLACEMENTS & RESTORATIONS","Licensed Waterproofers","Roof Leak Repair Contractors"
4297,"ROOFING CHERMSIDE - ROOF REPLACEMENTS & RESTORATIONS","Licensed Waterproofers","Roof Leak Repair Contractors"
4305,"Chris's Water Proofing","Licensed Waterproofers","Roofing Contractors"
4308,"Exton Tiling Contracting","Licensed Waterproofers","Tilers"
4311,"Discount Roof Restorations","Roofing Contractors","Roof Leak Repair Contractors"
4321,"Evolve Metal Roofing","Roofing Contractors","Metal Roofing Contractors"
4322,"NORTH POINT ROOF PLUMBING","Roofing Contractors","Roof Plumbers"
4326,"Diamond Roof Tiling & Restoration","Roofing Contractors","Roof Leak Repair Contractors"
4334,"Best Brisbane Plumbers","Roof Leak Repair Contractors","Commercial Plumbers"
4335,"Adrian Gaunt Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
4336,"Backflow Plumbing Services","Roof Leak Repair Contractors","Commercial Plumbers"
4337,"Watershed Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
4338,"Q1 Plumbing Services","Roof Leak Repair Contractors","Commercial Plumbers"
4339,"Corporate Plumbing Services","Roof Leak Repair Contractors","Commercial Plumbers"
4341,"Your Brisbane Plumber","Roof Leak Repair Contractors","Commercial Plumbers"
4342,"Goanna Plumbing Pty Ltd","Roof Leak Repair Contractors","Commercial Plumbers"
4343,"Cox Brad Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
4344,"Brisbane Blocked Drain Solutions - West End","Roof Leak Repair Contractors","Drainage Contractors"
4345,"Streamworks Plumbing & Backflow","Roof Leak Repair Contractors","Commercial Plumbers"
4346,"Eco Gas and Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
4347,"Ken Clarke Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
4349,"BMP PLUMBING QLD","Roof Leak Repair Contractors","Commercial Plumbers"
4350,"Waterworks Plumbing, Drainage & Gasfitters","Roof Leak Repair Contractors","Gas Fitters"
4351,"Waterworks Solutions Plumbing","Roof Leak Repair Contractors","Commercial Plumbers"
4352,"National Plumbing (QLD Pty LTD)","Roof Leak Repair Contractors","Commercial Plumbers"
4353,"Commplumb Plumbing & Gas","Roof Leak Repair Contractors","Commercial Plumbers"
4358,"Brisbane Roofing Services Pty. Ltd.","Roof Leak Repair Contractors","Roofing Contractors"
4361,"Urban Roofing Solutions","Roof Leak Repair Contractors","Roofing Contractors"
4368,"Sunstate Solid Plastering","Renderers","Plasterers"
4371,"Youngs Quality Solid Plastering","Renderers","Plasterers"
4372,"Semilan Plasterers Pty Ltd","Renderers","Plasterers"
4374,"Gibbs P & K Plastering","Renderers","Plasterers"
4377,"Mrm Solid Plastering","Renderers","Plasterers"
4391,"DSK Solid Plastering","Renderers","Plasterers"
4395,"Glazier Brisbane Northside","Window Replacement Contractors","Glaziers"
4399,"Solar Consultants","Balustrade Contractors","Solar & Renewables"
4400,"Commercial & Domestic Steel Fabrication","Balustrade Contractors","Steel Fabricators"
4436,"National Brick and Blocklaying","Bricklayers","Blocklayers"
4444,"West Brick & Blocklaying Pty Ltd","Bricklayers","Blocklayers"
4467,"Speedy Gantry Hire Pty Ltd","Scaffold Companies","Gantry Contractors"
4482,"Palisco Asbestos Removal & Demolition","Asbestos Removal Contractors","Selective Demolition Contractors"
4496,"Southside Demolition & Asbestos Removal","Asbestos Removal Contractors","Selective Demolition Contractors"
4508,"Rainbow Excavations","Selective Demolition Contractors","Earthmoving Contractors"
4509,"Alliance Asbestos & Demolition","Asbestos Removal Contractors","Selective Demolition Contractors"
4519,"FEQ Concrete, Cutting & Demolition","Selective Demolition Contractors","Concrete Saw Cutting"
4521,"Southside Concrete Sawing & Drilling","Selective Demolition Contractors","Concrete Saw Cutting"
4522,"Metro Concrete Cutters","Selective Demolition Contractors","Concrete Saw Cutting"
4526,"Ready Cut Concrete Sawing & Drilling","Selective Demolition Contractors","Concrete Saw Cutting"
4530,"Qld Concrete Drilling & Sawing","Selective Demolition Contractors","Concrete Saw Cutting"
4531,"Greg's Concrete Cutting and Drilling","Selective Demolition Contractors","Concrete Saw Cutting"
4532,"Coolcut Concrete Cutting","Selective Demolition Contractors","Concrete Saw Cutting"
4534,"Posi-Cut Concrete Sawing & Drilling Service","Selective Demolition Contractors","Concrete Saw Cutting"
4535,"Avery's Concrete Cutting Services","Selective Demolition Contractors","Concrete Saw Cutting"
4536,"Pearson Concrete & Asphalt Sawing & Drilling","Selective Demolition Contractors","Concrete Saw Cutting"
4537,"Logan Concrete Sawing and Drilling Pty Ltd","Selective Demolition Contractors","Concrete Saw Cutting"
4538,"Gold Coast Concrete Drilling & Sawing","Selective Demolition Contractors","Concrete Saw Cutting"
4541,"Alltrades Concrete Cutting","Selective Demolition Contractors","Concrete Saw Cutting"
4545,"Plumb Glazing And Maintenance","Drainage Contractors","Glaziers"
4547,"Gidz Plumbing","Drainage Contractors","Commercial Plumbers"
4549,"Impact Ace Plumbing","Drainage Contractors","Commercial Plumbers"
4550,"A Fast 24Hr Emergency Plumber","Drainage Contractors","Commercial Plumbers"
4551,"Elliot WJ Plumbing Services","Drainage Contractors","Commercial Plumbers"
4552,"Peter Ritchie Plumbing","Drainage Contractors","Commercial Plumbers"
4558,"Andrew Hicks Plumbing","Drainage Contractors","Commercial Plumbers"
4559,"Top Plumbing","Drainage Contractors","Commercial Plumbers"
4561,"JPS Plumbing","Drainage Contractors","Commercial Plumbers"
